Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Leeftijd,Aantal meerderjarige nieuwkomers naar leeftijdsgroep,Aantal meerderjarige nieuwkomers,Procent
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,33,58,0.568966
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,18,58,0.310345
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,5,58,0.0862069
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,2,58,0.0344828
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,37,59,0.627119
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,19,59,0.322034
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,3,59,0.0508475
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,59,0.0
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,30,52,0.576923
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,14,52,0.269231
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,7,52,0.134615
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,1,52,0.0192308
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,204,213,0.957746
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,9,213,0.0422535
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,195,201,0.970149
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,6,201,0.0298507
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,133,135,0.985185
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,2,135,0.0148148
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,166,168,0.988095
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,2,168,0.0119048
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,72,157,0.458599
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,67,157,0.426752
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,10,157,0.0636943
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,8,157,0.0509554
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,67,163,0.411043
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,64,163,0.392638
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,26,163,0.159509
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,6,163,0.0368098
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,75,170,0.441176
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,70,170,0.411765
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,18,170,0.105882
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,7,170,0.0411765
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,85,167,0.508982
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,54,167,0.323353
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,23,167,0.137725
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,5,167,0.0299401
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,83,179,0.463687
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,73,179,0.407821
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,17,179,0.0949721
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,6,179,0.0335196
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,76,165,0.460606
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,70,165,0.424242
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,16,165,0.0969697
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,3,165,0.0181818
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,88,170,0.517647
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,48,170,0.282353
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,19,170,0.111765
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,15,170,0.0882353
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,34,96,0.354167
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,44,96,0.458333
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,11,96,0.114583
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,7,96,0.0729167
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,113,114,0.991228
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,1,114,0.00877193
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,79,80,0.9875
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,1,80,0.0125
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,81,81,1.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,81,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,93,95,0.978947
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,2,95,0.0210526
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,50,72,0.694444
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,15,72,0.208333
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,7,72,0.0972222
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,72,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,55,86,0.639535
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,24,86,0.27907
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,7,86,0.0813953
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,86,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,72,116,0.62069
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,37,116,0.318966
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,6,116,0.0517241
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,1,116,0.00862069
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,55,92,0.597826
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,28,92,0.304348
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,6,92,0.0652174
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,3,92,0.0326087
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,80,127,0.629921
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,38,127,0.299213
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,8,127,0.0629921
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,1,127,0.00787402
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,72,107,0.672897
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,26,107,0.242991
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,9,107,0.0841121
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,0,107,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,65,106,0.613208
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,28,106,0.264151
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,9,106,0.0849057
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,4,106,0.0377358
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,55,90,0.611111
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,24,90,0.266667
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,9,90,0.1
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,2,90,0.0222222
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,110,111,0.990991
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,1,111,0.00900901
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,80,84,0.952381
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,4,84,0.047619
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,75,75,1.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,75,0.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,71,71,1.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,71,0.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,47,76,0.618421
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,26,76,0.342105
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,2,76,0.0263158
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,1,76,0.0131579
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,51,77,0.662338
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,20,77,0.25974
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,5,77,0.0649351
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,1,77,0.012987
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,59,102,0.578431
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,33,102,0.323529
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,8,102,0.0784314
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,2,102,0.0196078
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,51,86,0.593023
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,23,86,0.267442
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,10,86,0.116279
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,2,86,0.0232558
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,48,86,0.55814
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,26,86,0.302326
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,11,86,0.127907
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,1,86,0.0116279
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,45,81,0.555556
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,24,81,0.296296
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,10,81,0.123457
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,2,81,0.0246914
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,44,82,0.536585
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,30,82,0.365854
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,7,82,0.0853659
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,1,82,0.0121951
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,48,71,0.676056
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,15,71,0.211268
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,7,71,0.0985915
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,1,71,0.0140845
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,247,251,0.984064
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,4,251,0.0159363
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,183,186,0.983871
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,3,186,0.016129
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,160,165,0.969697
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,5,165,0.030303
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,136,144,0.944444
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,8,144,0.0555556
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,76,157,0.484076
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,56,157,0.356688
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,19,157,0.121019
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,6,157,0.0382166
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,78,144,0.541667
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,44,144,0.305556
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,17,144,0.118056
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,5,144,0.0347222
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,106,213,0.497653
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,72,213,0.338028
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,27,213,0.126761
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,8,213,0.0375587
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,116,195,0.594872
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,62,195,0.317949
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,10,195,0.0512821
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,7,195,0.0358974
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,79,154,0.512987
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,44,154,0.285714
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,27,154,0.175325
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,4,154,0.025974
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,102,182,0.56044
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,47,182,0.258242
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,29,182,0.159341
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,4,182,0.021978
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,70,167,0.419162
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,67,167,0.401198
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,23,167,0.137725
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,7,167,0.0419162
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,80,146,0.547945
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,32,146,0.219178
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,25,146,0.171233
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,9,146,0.0616438
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,27,27,1.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,27,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,39,40,0.975
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,1,40,0.025
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,17,17,1.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,17,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,26,26,1.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,26,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,22,30,0.733333
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,7,30,0.233333
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,1,30,0.0333333
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,30,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,31,46,0.673913
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,12,46,0.26087
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,3,46,0.0652174
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,46,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,25,34,0.735294
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,5,34,0.147059
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,4,34,0.117647
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,34,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,25,41,0.609756
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,15,41,0.365854
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,1,41,0.0243902
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,41,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,37,58,0.637931
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,14,58,0.241379
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,6,58,0.103448
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,1,58,0.0172414
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,26,46,0.565217
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,12,46,0.26087
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,7,46,0.152174
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,1,46,0.0217391
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,24,40,0.6
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,9,40,0.225
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,7,40,0.175
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,40,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,25,34,0.735294
